Id,metric_alias_widget_2_0,metric_alias_widget_2_1,metric_alias_widget_2_2,metric_alias_widget_2_3,metric_alias_widget_2_4,metric_alias_widget_2_5,metric_alias_widget_2_6
StatusCode,Complete,Complete,Complete,Complete,Complete,Complete,Complete
Messages,,,,,,,
Full label,us-east-2:CWAgent InstanceId:i-03983739a506f7b2b mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-0216596db3dae8025 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-05d2004102c372fe1 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-0d453c3b5e2c66f64 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-020e1adf7d1b378b0 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-04e9bb8502367fbd7 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-0200c7fe7c3d379b4 mem_used_percent Average 60
Label,mem_used_percent,mem_used_percent,mem_used_percent,mem_used_percent,mem_used_percent,mem_used_percent,mem_used_percent
2024/11/14 00:18:00,24.13471504660187,23.985732858560784,24.058825996393274,23.84234249527191,15.198866620843251,15.182458236158677,16.142348740206245
2024/11/14 00:19:00,24.50097956787177,24.356590664448575,24.54311796154023,24.318446431317415,16.357658763628216,16.376368324213672,16.307232996060986
2024/11/14 00:20:00,24.53552905651937,24.40492000694984,24.541720005352175,24.317647599209955,16.350555133673307,16.463813008447318,16.34455206610578
2024/11/14 00:21:00,24.53353197625072,24.40312263470806,24.540721465217853,24.425489933716907,16.41558836565485,16.615290413401247,16.67241960641888
2024/11/14 00:22:00,24.526342487283593,24.40192438654687,24.539123801002933,24.424091977528853,16.414988058898096,16.61438995326612,16.72734767466175
2024/11/14 00:23:00,24.52494453109554,24.40032672233195,24.537526136788017,24.4226940213408,16.45801004313204,16.631798849211947,16.846008310246535
