"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"5.0","4.0","2024-11-13T04:54:33.997811399Z","2024-11-13T04:54:34.011362825Z","[]","0","11038"
"5.0","4.0","2024-11-13T04:54:38.998637582Z","2024-11-13T04:54:39.070214255Z","[fog-node-1:UPPER_THRESHOLD]","1","6011"
"3.0","4.0","2024-11-13T04:54:38.998638471Z","2024-11-13T04:54:39.085340144Z","[fog-node-1:UPPER_THRESHOLD]","1","6007"
"4.0","4.0","2024-11-13T04:54:39.001218375Z","2024-11-13T04:54:39.064953320Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","6076"
"2.0","4.0","2024-11-13T04:54:33.997818776Z","2024-11-13T04:54:34.089218577Z","[]","0","11341"
"2.0","1.0","2024-11-13T04:54:39.004809257Z","2024-11-13T04:54:39.117163311Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","6415"
"5.0","1.0","2024-11-13T04:54:39.004810339Z","2024-11-13T04:54:39.119813338Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","6649"
"4.0","4.0","2024-11-13T04:54:43.994459527Z","2024-11-13T04:54:44.035342241Z","[]","0","2112"
"4.0","4.0","2024-11-13T04:54:43.999676495Z","2024-11-13T04:54:44.109972161Z","[]","0","2436"
"2.0","1.0","2024-11-13T04:54:48.996123663Z","2024-11-13T04:54:49.017974542Z","[]","0","370"
"2.0","1.0","2024-11-13T04:54:48.995665227Z","2024-11-13T04:54:49.020365232Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","447"
"1.0","1.0","2024-11-13T04:54:48.995669385Z","2024-11-13T04:54:49.093920532Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","493"
"3.0","1.0","2024-11-13T04:54:48.995667595Z","2024-11-13T04:54:49.030331626Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","626"
"2.0","1.0","2024-11-13T04:54:48.999823975Z","2024-11-13T04:54:49.078903907Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD]","2","629"
"3.0","1.0","2024-11-13T04:54:48.999824813Z","2024-11-13T04:54:49.098026826Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD]","2","896"
"5.0","1.0","2024-11-13T04:54:48.995670259Z","2024-11-13T04:54:49.102837823Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","976"
"5.0","4.0","2024-11-13T04:54:48.999821761Z","2024-11-13T04:54:49.005818242Z","[]","0","2012"
"4.0","4.0","2024-11-13T04:54:39.004806466Z","2024-11-13T04:54:39.093516062Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","12016"
"1.0","4.0","2024-11-13T04:54:39.001220202Z","2024-11-13T04:54:39.113271168Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","12014"
"2.0","4.0","2024-11-13T04:54:49.008777515Z","2024-11-13T04:54:49.086252908Z","[fog-node-4:SERVICE_DURATION]","1","2190"
"1.0","4.0","2024-11-13T04:54:49.008776612Z","2024-11-13T04:54:49.055014779Z","[fog-node-4:RANKING]","1","2229"
"3.0","1.0","2024-11-13T04:54:43.994462855Z","2024-11-13T04:54:44.128746571Z","[fog-node-1:UPPER_THRESHOLD]","1","7280"
"1.0","4.0","2024-11-13T04:54:38.998639390Z","2024-11-13T04:54:39.101627984Z","[fog-node-1:UPPER_THRESHOLD]","1","12342"
"1.0","4.0","2024-11-13T04:54:39.004811413Z","2024-11-13T04:54:39.148553941Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","12355"
"3.0","4.0","2024-11-13T04:54:39.004812440Z","2024-11-13T04:54:39.175573505Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","12362"
"4.0","4.0","2024-11-13T04:54:48.995668505Z","2024-11-13T04:54:49.058340953Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","3568"
"4.0","4.0","2024-11-13T04:54:48.999826411Z","2024-11-13T04:54:49.154168021Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD]","2","3759"
"1.0","1.0","2024-11-13T04:54:54.002450819Z","2024-11-13T04:54:54.097384649Z","[fog-node-4:UPPER_THRESHOLD]","1","261"
"4.0","4.0","2024-11-13T04:54:43.994461912Z","2024-11-13T04:54:44.124769827Z","[fog-node-1:UPPER_THRESHOLD]","1","10279"
"5.0","1.0","2024-11-13T04:54:54.000695587Z","2024-11-13T04:54:54.108510394Z","[]","0","322"
"5.0","4.0","2024-11-13T04:54:43.994463725Z","2024-11-13T04:54:44.168793564Z","[fog-node-1:UPPER_THRESHOLD]","1","10501"
"4.0","1.0","2024-11-13T04:54:54.006565552Z","2024-11-13T04:54:54.035208688Z","[]","0","638"
"2.0","1.0","2024-11-13T04:54:54.006567125Z","2024-11-13T04:54:54.088567940Z","[]","0","608"
"2.0","4.0","2024-11-13T04:54:43.999675636Z","2024-11-13T04:54:44.141364622Z","[fog-node-2:SERVICE_DURATION]","1","10649"
"2.0","4.0","2024-11-13T04:54:43.998887562Z","2024-11-13T04:54:44.081615034Z","[]","0","10717"
"3.0","4.0","2024-11-13T04:54:43.998884150Z","2024-11-13T04:54:44.006528465Z","[]","0","10856"
"1.0","4.0","2024-11-13T04:54:43.998888522Z","2024-11-13T04:54:44.107596442Z","[]","0","10808"
"4.0","4.0","2024-11-13T04:54:43.998886618Z","2024-11-13T04:54:44.042161249Z","[]","0","10911"
"5.0","4.0","2024-11-13T04:54:43.998889420Z","2024-11-13T04:54:44.151953781Z","[]","0","10825"
"3.0","1.0","2024-11-13T04:54:49.008772412Z","2024-11-13T04:54:49.010944690Z","[]","0","6800"
"4.0","1.0","2024-11-13T04:54:49.008778409Z","2024-11-13T04:54:49.078953355Z","[]","0","6801"
"5.0","1.0","2024-11-13T04:54:49.008775601Z","2024-11-13T04:54:49.030128857Z","[]","0","6837"
"1.0","4.0","2024-11-13T04:54:43.994458496Z","2024-11-13T04:54:44.151915556Z","[fog-node-3:RANKING]","1","13224"
"4.0","4.0","2024-11-13T04:54:54.002448388Z","2024-11-13T04:54:54.066483518Z","[fog-node-4:UPPER_THRESHOLD]","1","4689"
"3.0","4.0","2024-11-13T04:54:48.996122633Z","2024-11-13T04:54:49.010177183Z","[]","0","9758"
"3.0","4.0","2024-11-13T04:54:54.002446075Z","2024-11-13T04:54:54.042666960Z","[fog-node-4:UPPER_THRESHOLD]","1","4754"
"5.0","4.0","2024-11-13T04:54:54.002449968Z","2024-11-13T04:54:54.086827225Z","[fog-node-4:UPPER_THRESHOLD]","1","4710"
"5.0","4.0","2024-11-13T04:54:48.996120318Z","2024-11-13T04:54:48.997574011Z","[]","0","9811"
"2.0","4.0","2024-11-13T04:54:54.002449187Z","2024-11-13T04:54:54.083588676Z","[fog-node-4:UPPER_THRESHOLD]","1","4815"
"4.0","4.0","2024-11-13T04:54:48.996125628Z","2024-11-13T04:54:49.068774467Z","[]","0","9828"
"1.0","4.0","2024-11-13T04:54:48.996124655Z","2024-11-13T04:54:49.042391298Z","[]","0","9839"
"1.0","1.0","2024-11-13T04:54:53.998435004Z","2024-11-13T04:54:54.046445053Z","[]","0","5210"
"3.0","1.0","2024-11-13T04:54:59.001046569Z","2024-11-13T04:54:59.033427414Z","[]","0","333"
"3.0","1.0","2024-11-13T04:54:58.998805323Z","2024-11-13T04:54:59.184794825Z","[fog-node-1:RANKING]","1","215"
"2.0","1.0","2024-11-13T04:54:59.003306490Z","2024-11-13T04:54:59.020178369Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","419"
"3.0","1.0","2024-11-13T04:54:59.003310966Z","2024-11-13T04:54:59.070686047Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","485"
"3.0","4.0","2024-11-13T04:54:54.006564727Z","2024-11-13T04:54:54.023104256Z","[]","0","7044"
"5.0","4.0","2024-11-13T04:54:54.006562032Z","2024-11-13T04:54:54.010073114Z","[]","0","7075"
"1.0","4.0","2024-11-13T04:54:54.006566330Z","2024-11-13T04:54:54.070873426Z","[]","0","7006"
"4.0","4.0","2024-11-13T04:54:59.001045739Z","2024-11-13T04:54:59.248646737Z","[fog-node-2:SERVICE_DURATION, fog-node-1:SERVICE_DURATION]","2","1982"
"5.0","1.0","2024-11-13T04:55:04.007407116Z","2024-11-13T04:55:04.034507177Z","[fog-node-2:UPPER_THRESHOLD]","1","266"
"4.0","4.0","2024-11-13T04:54:53.998430970Z","2024-11-13T04:54:53.999985189Z","[]","0","10355"
"3.0","4.0","2024-11-13T04:54:54.000690359Z","2024-11-13T04:54:54.002165237Z","[]","0","10377"
"5.0","1.0","2024-11-13T04:55:04.002729811Z","2024-11-13T04:55:04.032385759Z","[fog-node-3:UPPER_THRESHOLD]","1","417"
"3.0","1.0","2024-11-13T04:55:04.011222408Z","2024-11-13T04:55:04.029796021Z","[fog-node-4:RANKING]","1","463"
"4.0","1.0","2024-11-13T04:55:04.007407912Z","2024-11-13T04:55:04.039668015Z","[fog-node-2:UPPER_THRESHOLD]","1","449"
"2.0","4.0","2024-11-13T04:54:54.000693803Z","2024-11-13T04:54:54.060150912Z","[]","0","10433"
"4.0","4.0","2024-11-13T04:54:54.000692854Z","2024-11-13T04:54:54.038434231Z","[]","0","10514"
"1.0","4.0","2024-11-13T04:54:54.000694698Z","2024-11-13T04:54:54.076983754Z","[]","0","10482"
"4.0","1.0","2024-11-13T04:55:04.002735449Z","2024-11-13T04:55:04.145926922Z","[fog-node-3:UPPER_THRESHOLD]","1","418"
"4.0","1.0","2024-11-13T04:55:04.000794129Z","2024-11-13T04:55:04.056271240Z","[fog-node-1:UPPER_THRESHOLD]","1","638"
"4.0","4.0","2024-11-13T04:54:59.003310191Z","2024-11-13T04:54:59.049436039Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","6579"
"3.0","1.0","2024-11-13T04:54:59.016680916Z","2024-11-13T04:54:59.130388655Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","6689"
"1.0","4.0","2024-11-13T04:54:59.003311779Z","2024-11-13T04:54:59.086534596Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","6798"
"5.0","4.0","2024-11-13T04:54:59.003309340Z","2024-11-13T04:54:59.031085988Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","6981"
"5.0","4.0","2024-11-13T04:55:04.011219416Z","2024-11-13T04:55:04.012674280Z","[]","0","2020"
"1.0","4.0","2024-11-13T04:54:59.016679968Z","2024-11-13T04:54:59.109777144Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","7078"
"1.0","1.0","2024-11-13T04:54:59.001047357Z","2024-11-13T04:54:59.287630726Z","[fog-node-2:RANKING, fog-node-1:RANKING, fog-node-5:RANKING]","3","6918"
"4.0","4.0","2024-11-13T04:55:04.011223305Z","2024-11-13T04:55:04.120217216Z","[fog-node-4:RANKING]","1","2122"
"1.0","1.0","2024-11-13T04:54:58.998806141Z","2024-11-13T04:54:59.323236119Z","[fog-node-1:RANKING, fog-node-5:RANKING]","2","7075"
"5.0","4.0","2024-11-13T04:54:59.016677500Z","2024-11-13T04:54:59.091394985Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","7449"
"2.0","4.0","2024-11-13T04:54:53.998434173Z","2024-11-13T04:54:54.021954712Z","[]","0","13094"
"5.0","4.0","2024-11-13T04:54:53.998433349Z","2024-11-13T04:54:54.019476944Z","[]","0","13128"
"3.0","4.0","2024-11-13T04:54:53.998435809Z","2024-11-13T04:54:54.047829082Z","[]","0","13116"
"2.0","1.0","2024-11-13T04:55:04.011224Z","2024-11-13T04:55:05.850954Z","[fog-node-4:RANKING, fog-node-6:RANKING, fog-node-7:UPPER_THRESHOLD]","3","790"
"2.0","1.0","2024-11-13T04:55:04.002734700Z","2024-11-13T04:55:05.956450Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:RANKING, fog-node-7:UPPER_THRESHOLD]","3","750"
"4.0","4.0","2024-11-13T04:54:58.998803374Z","2024-11-13T04:54:59.135636385Z","[]","0","9011"
"1.0","4.0","2024-11-13T04:55:04.011225Z","2024-11-13T04:55:05.756888Z","[fog-node-4:RANKING, fog-node-6:RANKING, fog-node-7:UPPER_THRESHOLD]","3","2064"
"3.0","4.0","2024-11-13T04:55:04.002737Z","2024-11-13T04:55:05.762682Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:SERVICE_DURATION, fog-node-7:UPPER_THRESHOLD]","3","2122"
"5.0","1.0","2024-11-13T04:55:09.009791464Z","2024-11-13T04:55:09.071927053Z","[]","0","300"
"2.0","1.0","2024-11-13T04:55:09.006416245Z","2024-11-13T04:55:09.013823349Z","[fog-node-3:UPPER_THRESHOLD]","1","503"
"1.0","1.0","2024-11-13T04:55:09.002883232Z","2024-11-13T04:55:09.030062331Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","536"
"3.0","1.0","2024-11-13T04:55:09.006419481Z","2024-11-13T04:55:09.027263337Z","[fog-node-3:UPPER_THRESHOLD]","1","546"
"4.0","1.0","2024-11-13T04:55:09.002886077Z","2024-11-13T04:55:09.069631838Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","684"
"1.0","4.0","2024-11-13T04:55:04.000793258Z","2024-11-13T04:55:04.038841617Z","[fog-node-1:UPPER_THRESHOLD]","1","5755"
"5.0","4.0","2024-11-13T04:54:59.001043638Z","2024-11-13T04:54:59.132943662Z","[fog-node-2:SERVICE_DURATION]","1","10742"
"2.0","4.0","2024-11-13T04:55:04.000790943Z","2024-11-13T04:55:04.020314920Z","[fog-node-1:UPPER_THRESHOLD]","1","5891"
"5.0","4.0","2024-11-13T04:54:58.998806936Z","2024-11-13T04:54:59.203636237Z","[]","0","10755"
"2.0","1.0","2024-11-13T04:55:09.006242066Z","2024-11-13T04:55:09.007775954Z","[]","0","939"
"5.0","1.0","2024-11-13T04:55:09.006421114Z","2024-11-13T04:55:09.095943981Z","[fog-node-3:UPPER_THRESHOLD]","1","866"
"2.0","4.0","2024-11-13T04:55:04.007406326Z","2024-11-13T04:55:04.032405271Z","[fog-node-2:UPPER_THRESHOLD]","1","5948"
"4.0","1.0","2024-11-13T04:55:09.006245826Z","2024-11-13T04:55:09.061698661Z","[]","0","953"
"1.0","1.0","2024-11-13T04:55:09.006246657Z","2024-11-13T04:55:09.074219583Z","[]","0","925"
"5.0","4.0","2024-11-13T04:55:04.000794942Z","2024-11-13T04:55:04.072987515Z","[fog-node-1:UPPER_THRESHOLD]","1","6131"
