"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"5.0","1.0","2024-11-13T19:06:13.607533038Z","2024-11-13T19:06:13.636013945Z","[]","0","623"
"2.0","1.0","2024-11-13T19:06:13.607530506Z","2024-11-13T19:06:13.611281816Z","[]","0","640"
"4.0","1.0","2024-11-13T19:06:13.602193524Z","2024-11-13T19:06:13.709320817Z","[]","0","649"
"1.0","4.0","2024-11-13T19:06:08.600069300Z","2024-11-13T19:06:12.334176Z","[fog-node-3:RANKING, fog-node-6:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","2061"
"3.0","1.0","2024-11-13T19:06:13.602195781Z","2024-11-13T19:06:13.738743726Z","[]","0","659"
"2.0","4.0","2024-11-13T19:06:13.601731652Z","2024-11-13T19:06:13.644289126Z","[fog-node-3:RANKING]","1","1935"
"2.0","4.0","2024-11-13T19:06:08.600070200Z","2024-11-13T19:06:14.358144Z","[fog-node-3:SERVICE_DURATION, fog-node-6:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","1956"
"3.0","4.0","2024-11-13T19:06:08.599493093Z","2024-11-13T19:06:08.603141213Z","[]","0","7731"
"2.0","4.0","2024-11-13T19:06:08.599496299Z","2024-11-13T19:06:08.646199682Z","[]","0","7734"
"1.0","4.0","2024-11-13T19:06:08.599495293Z","2024-11-13T19:06:08.616599982Z","[]","0","7794"
"4.0","4.0","2024-11-13T19:06:08.612313500Z","2024-11-13T19:06:14.962994Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","1858"
"2.0","4.0","2024-11-13T19:06:13.616444186Z","2024-11-13T19:06:13.676522600Z","[fog-node-2:RANKING]","1","3428"
"1.0","4.0","2024-11-13T19:06:13.616445174Z","2024-11-13T19:06:13.705931684Z","[fog-node-2:RANKING]","1","3508"
"2.0","4.0","2024-11-13T19:06:13.602197859Z","2024-11-13T19:06:13.805883367Z","[fog-node-1:SERVICE_DURATION]","1","3444"
"3.0","4.0","2024-11-13T19:06:13.601729231Z","2024-11-13T19:06:13.604883611Z","[]","0","4097"
"4.0","4.0","2024-11-13T19:06:13.601732687Z","2024-11-13T19:06:13.641614508Z","[]","0","4077"
"5.0","4.0","2024-11-13T19:06:13.602198856Z","2024-11-13T19:06:13.790104244Z","[]","0","4070"
"5.0","4.0","2024-11-13T19:06:08.600084384Z","2024-11-13T19:06:08.601752733Z","[]","0","9687"
"4.0","4.0","2024-11-13T19:06:08.600100459Z","2024-11-13T19:06:08.647610871Z","[]","0","9665"
"2.0","4.0","2024-11-13T19:06:08.600102407Z","2024-11-13T19:06:08.687378843Z","[]","0","9715"
"3.0","4.0","2024-11-13T19:06:08.600101441Z","2024-11-13T19:06:08.670883665Z","[]","0","9764"
"4.0","1.0","2024-11-13T19:06:13.616446173Z","2024-11-13T19:06:13.701194232Z","[]","0","4983"
"1.0","1.0","2024-11-13T19:06:18.611078430Z","2024-11-13T19:06:18.627733739Z","[fog-node-3:UPPER_THRESHOLD]","1","367"
"3.0","1.0","2024-11-13T19:06:18.611079463Z","2024-11-13T19:06:18.643312433Z","[fog-node-3:UPPER_THRESHOLD]","1","374"
"4.0","1.0","2024-11-13T19:06:18.609230122Z","2024-11-13T19:06:18.711429618Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","320"
"5.0","1.0","2024-11-13T19:06:18.609229154Z","2024-11-13T19:06:18.691487407Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","407"
"1.0","1.0","2024-11-13T19:06:18.614014888Z","2024-11-13T19:06:18.747779429Z","[fog-node-2:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","503"
"5.0","1.0","2024-11-13T19:06:18.611080433Z","2024-11-13T19:06:18.689106782Z","[fog-node-3:UPPER_THRESHOLD]","1","702"
"3.0","1.0","2024-11-13T19:06:18.614016014Z","2024-11-13T19:06:18.768457173Z","[fog-node-2:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","681"
"2.0","1.0","2024-11-13T19:06:18.614016795Z","2024-11-13T19:06:18.771934963Z","[fog-node-2:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","869"
"5.0","4.0","2024-11-13T19:06:13.616439808Z","2024-11-13T19:06:13.619154753Z","[]","0","6030"
"1.0","4.0","2024-11-13T19:06:13.607536089Z","2024-11-13T19:06:13.680751639Z","[]","0","7273"
"3.0","4.0","2024-11-13T19:06:13.607534130Z","2024-11-13T19:06:13.660992472Z","[]","0","7340"
"4.0","4.0","2024-11-13T19:06:13.607535111Z","2024-11-13T19:06:13.667622616Z","[]","0","7380"
"5.0","4.0","2024-11-13T19:06:18.619509712Z","2024-11-13T19:06:18.680300168Z","[]","0","3783"
"1.0","1.0","2024-11-13T19:06:23.611670418Z","2024-11-13T19:06:23.698865482Z","[fog-node-2:RANKING]","1","155"
"2.0","1.0","2024-11-13T19:06:23.614575400Z","2024-11-13T19:06:23.716018Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:RANKING, fog-node-7:UPPER_THRESHOLD]","3","459"
"1.0","1.0","2024-11-13T19:06:23.607809107Z","2024-11-13T19:06:23.609273918Z","[]","0","704"
"3.0","1.0","2024-11-13T19:06:23.607812412Z","2024-11-13T19:06:23.613404099Z","[]","0","785"
"5.0","1.0","2024-11-13T19:06:23.607813382Z","2024-11-13T19:06:23.614525125Z","[]","0","795"
"4.0","1.0","2024-11-13T19:06:23.607814348Z","2024-11-13T19:06:23.616049135Z","[]","0","778"
"2.0","1.0","2024-11-13T19:06:23.607811406Z","2024-11-13T19:06:23.611734211Z","[]","0","804"
"2.0","1.0","2024-11-13T19:06:23.611666602Z","2024-11-13T19:06:23.615167204Z","[]","0","892"
"2.0","1.0","2024-11-13T19:06:23.611595504Z","2024-11-13T19:06:23.645926738Z","[]","0","893"
"3.0","1.0","2024-11-13T19:06:23.611671203Z","2024-11-13T19:06:23.704124132Z","[]","0","890"
"5.0","1.0","2024-11-13T19:06:23.611668746Z","2024-11-13T19:06:23.625951371Z","[]","0","953"
"3.0","1.0","2024-11-13T19:06:23.611597516Z","2024-11-13T19:06:23.672757049Z","[]","0","933"
"1.0","1.0","2024-11-13T19:06:23.611596514Z","2024-11-13T19:06:23.656710939Z","[]","0","938"
"3.0","4.0","2024-11-13T19:06:18.619508701Z","2024-11-13T19:06:18.704181381Z","[fog-node-4:SERVICE_DURATION]","1","6053"
"4.0","4.0","2024-11-13T19:06:18.614012559Z","2024-11-13T19:06:18.685635368Z","[fog-node-2:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","6167"
"1.0","4.0","2024-11-13T19:06:18.619505671Z","2024-11-13T19:06:18.670668391Z","[fog-node-4:SERVICE_DURATION]","1","6227"
"5.0","1.0","2024-11-13T19:06:23.614576521Z","2024-11-13T19:06:23.669645667Z","[fog-node-4:UPPER_THRESHOLD]","1","1357"
"3.0","4.0","2024-11-13T19:06:18.609228157Z","2024-11-13T19:06:18.639468372Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","6417"
"2.0","4.0","2024-11-13T19:06:18.611075947Z","2024-11-13T19:06:18.622394648Z","[fog-node-3:UPPER_THRESHOLD]","1","6506"
"2.0","4.0","2024-11-13T19:06:18.609225778Z","2024-11-13T19:06:18.627930307Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","6564"
"1.0","4.0","2024-11-13T19:06:18.609231078Z","2024-11-13T19:06:18.763514606Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","6493"
"5.0","4.0","2024-11-13T19:06:18.614017588Z","2024-11-13T19:06:18.802757794Z","[fog-node-2:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","6550"
"2.0","4.0","2024-11-13T19:06:18.619510720Z","2024-11-13T19:06:18.715569746Z","[fog-node-4:SERVICE_DURATION]","1","6653"
"4.0","4.0","2024-11-13T19:06:18.619511695Z","2024-11-13T19:06:18.731578892Z","[fog-node-4:SERVICE_DURATION]","1","6713"
