Id,metric_alias_widget_2_0,metric_alias_widget_2_1,metric_alias_widget_2_2,metric_alias_widget_2_3,metric_alias_widget_2_4,metric_alias_widget_2_5,metric_alias_widget_2_6
StatusCode,Complete,Complete,Complete,Complete,Complete,Complete,Complete
Messages,,,,,,,
Full label,us-east-2:CWAgent InstanceId:i-03983739a506f7b2b mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-0216596db3dae8025 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-05d2004102c372fe1 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-0d453c3b5e2c66f64 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-020e1adf7d1b378b0 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-04e9bb8502367fbd7 mem_used_percent Average 60,us-east-2:CWAgent InstanceId:i-0200c7fe7c3d379b4 mem_used_percent Average 60
Label,mem_used_percent,mem_used_percent,mem_used_percent,mem_used_percent,mem_used_percent,mem_used_percent,mem_used_percent
2024/11/13 19:00:00,24.595042048525055,24.40452059089611,24.911978687159372,24.517954750155273,16.23719720777317,16.16606085709798,16.66781725461711
2024/11/13 19:01:00,24.631788325468165,24.40312263470806,24.923162336663797,24.51695621002095,16.23549633862904,16.184270162052808,16.67352016880626
2024/11/13 19:02:00,24.813123213861335,24.40192438654687,24.921364964422015,24.550107742480492,16.234896031872285,16.27991903862874,16.71073918772493
2024/11/13 19:03:00,24.811924965700147,24.40072613838568,24.911778979132507,24.548909494319304,16.240398843809185,16.27921868074586,16.710138880968174
2024/11/13 19:04:00,24.81092642556582,24.392937525337956,24.908583650702674,24.547711246158116,16.238297770160553,16.28492159493501,16.721744811598725
2024/11/13 19:05:00,24.809728177404633,24.391938985203634,24.895203212902736,24.60962073448618,16.286022157322392,16.29002420236741,16.721144504841973
2024/11/13 19:06:00,25.167804669573083,44.2812607967152,33.41794296738169,32.944435235685425,16.235096134124536,17.33165647645947,17.868830972627013
2024/11/13 19:07:00,25.42842364463155,24.912378103213104,26.95339413777058,32.65845334121514,17.198888632091,16.51413872488842,17.855524172852327
